"","clinical_trial_study_id","clinical_trial_sponsor","clinical_trial_phase","location_continent","study_eligibility_standard_age_list","outcome_overview_time_frame","outcome_overview_assay","outcome_overview_dose_number","outcome_overview_serotype","outcome_overview_value","outcome_overview_upper_limit","outcome_overview_lower_limit","outcome_overview_vaccine","outcome_overview_dose_description","outcome_overview_schedule","outcome_overview_time_frame_weeks"
"128","NCT03950856","Merck Sharp & Dohme LLC","Phase 3","Australia & Oceania,North America,North America,North America,North America,North America,North America,North America,Australia & Oceania,Europe,Europe,North America,North America,North America,Europe,Europe,North America,North America,North America,Europe,Europe,North America,North America,North America,North America,North America,Europe,Europe,North America,Europe,North America,North America,Europe,North America,Europe,South America,Europe,South America,North America,South America,North America,North America,North America,North America,Europe,South America,Europe,North America,Europe,Australia & Oceania,North America,South America,Australia & Oceania,North America,Europe","[""Adult"",""Older Adult""]","Day 30","GMC",1,"6A",8.09,NA,NA,"PCV15","1m post dose 1 adult","1 dose adult",0
"129","NCT03950856","Merck Sharp & Dohme LLC","Phase 3","Australia & Oceania,North America,North America,North America,North America,North America,North America,North America,Australia & Oceania,Europe,Europe,North America,North America,North America,Europe,Europe,North America,North America,North America,Europe,Europe,North America,North America,North America,North America,North America,Europe,Europe,North America,Europe,North America,North America,Europe,North America,Europe,South America,Europe,South America,North America,South America,North America,North America,North America,North America,Europe,South America,Europe,North America,Europe,Australia & Oceania,North America,South America,Australia & Oceania,North America,Europe","[""Adult"",""Older Adult""]","Day 30","GMC",1,"19F",10.65,NA,NA,"PCV15","1m post dose 1 adult","1 dose adult",0
"130","NCT03950856","Merck Sharp & Dohme LLC","Phase 3","Australia & Oceania,North America,North America,North America,North America,North America,North America,North America,Australia & Oceania,Europe,Europe,North America,North America,North America,Europe,Europe,North America,North America,North America,Europe,Europe,North America,North America,North America,North America,North America,Europe,Europe,North America,Europe,North America,North America,Europe,North America,Europe,South America,Europe,South America,North America,South America,North America,North America,North America,North America,Europe,South America,Europe,North America,Europe,Australia & Oceania,North America,South America,Australia & Oceania,North America,Europe","[""Adult"",""Older Adult""]","Day 30","GMC",1,"22F",4.12,NA,NA,"PCV15","1m post dose 1 adult","1 dose adult",0
"131","NCT03950856","Merck Sharp & Dohme LLC","Phase 3","Australia & Oceania,North America,North America,North America,North America,North America,North America,North America,Australia & Oceania,Europe,Europe,North America,North America,North America,Europe,Europe,North America,North America,North America,Europe,Europe,North America,North America,North America,North America,North America,Europe,Europe,North America,Europe,North America,North America,Europe,North America,Europe,South America,Europe,South America,North America,South America,North America,North America,North America,North America,Europe,South America,Europe,North America,Europe,Australia & Oceania,North America,South America,Australia & Oceania,North America,Europe","[""Adult"",""Older Adult""]","Day 30","GMC",1,"22F",3.8,NA,NA,"PCV15","1m post dose 1 adult","1 dose adult",0
"132","NCT03950856","Merck Sharp & Dohme LLC","Phase 3","Australia & Oceania,North America,North America,North America,North America,North America,North America,North America,Australia & Oceania,Europe,Europe,North America,North America,North America,Europe,Europe,North America,North America,North America,Europe,Europe,North America,North America,North America,North America,North America,Europe,Europe,North America,Europe,North America,North America,Europe,North America,Europe,South America,Europe,South America,North America,South America,North America,North America,North America,North America,Europe,South America,Europe,North America,Europe,Australia & Oceania,North America,South America,Australia & Oceania,North America,Europe","[""Adult"",""Older Adult""]","Day 30","GMC",1,"1",4.05,NA,NA,"PCV15","1m post dose 1 adult","1 dose adult",0
"133","NCT03950856","Merck Sharp & Dohme LLC","Phase 3","Australia & Oceania,North America,North America,North America,North America,North America,North America,North America,Australia & Oceania,Europe,Europe,North America,North America,North America,Europe,Europe,North America,North America,North America,Europe,Europe,North America,North America,North America,North America,North America,Europe,Europe,North America,Europe,North America,North America,Europe,North America,Europe,South America,Europe,South America,North America,South America,North America,North America,North America,North America,Europe,South America,Europe,North America,Europe,Australia & Oceania,North America,South America,Australia & Oceania,North America,Europe","[""Adult"",""Older Adult""]","Day 30","GMC",1,"7F",7.11,NA,NA,"PCV15","1m post dose 1 adult","1 dose adult",0
"134","NCT03950856","Merck Sharp & Dohme LLC","Phase 3","Australia & Oceania,North America,North America,North America,North America,North America,North America,North America,Australia & Oceania,Europe,Europe,North America,North America,North America,Europe,Europe,North America,North America,North America,Europe,Europe,North America,North America,North America,North America,North America,Europe,Europe,North America,Europe,North America,North America,Europe,North America,Europe,South America,Europe,South America,North America,South America,North America,North America,North America,North America,Europe,South America,Europe,North America,Europe,Australia & Oceania,North America,South America,Australia & Oceania,North America,Europe","[""Adult"",""Older Adult""]","Day 30","GMC",1,"19A",15.45,NA,NA,"PCV15","1m post dose 1 adult","1 dose adult",0
"135","NCT03950856","Merck Sharp & Dohme LLC","Phase 3","Australia & Oceania,North America,North America,North America,North America,North America,North America,North America,Australia & Oceania,Europe,Europe,North America,North America,North America,Europe,Europe,North America,North America,North America,Europe,Europe,North America,North America,North America,North America,North America,Europe,Europe,North America,Europe,North America,North America,Europe,North America,Europe,South America,Europe,South America,North America,South America,North America,North America,North America,North America,Europe,South America,Europe,North America,Europe,Australia & Oceania,North America,South America,Australia & Oceania,North America,Europe","[""Adult"",""Older Adult""]","Day 30","GMC",1,"19A",15.81,NA,NA,"PCV15","1m post dose 1 adult","1 dose adult",0
"136","NCT03950856","Merck Sharp & Dohme LLC","Phase 3","Australia & Oceania,North America,North America,North America,North America,North America,North America,North America,Australia & Oceania,Europe,Europe,North America,North America,North America,Europe,Europe,North America,North America,North America,Europe,Europe,North America,North America,North America,North America,North America,Europe,Europe,North America,Europe,North America,North America,Europe,North America,Europe,South America,Europe,South America,North America,South America,North America,North America,North America,North America,Europe,South America,Europe,North America,Europe,Australia & Oceania,North America,South America,Australia & Oceania,North America,Europe","[""Adult"",""Older Adult""]","Day 30","GMC",1,"14",9.82,NA,NA,"PCV15","1m post dose 1 adult","1 dose adult",0
"137","NCT03950856","Merck Sharp & Dohme LLC","Phase 3","Australia & Oceania,North America,North America,North America,North America,North America,North America,North America,Australia & Oceania,Europe,Europe,North America,North America,North America,Europe,Europe,North America,North America,North America,Europe,Europe,North America,North America,North America,North America,North America,Europe,Europe,North America,Europe,North America,North America,Europe,North America,Europe,South America,Europe,South America,North America,South America,North America,North America,North America,North America,Europe,South America,Europe,North America,Europe,Australia & Oceania,North America,South America,Australia & Oceania,North America,Europe","[""Adult"",""Older Adult""]","Day 30","GMC",1,"18C",11.81,NA,NA,"PCV15","1m post dose 1 adult","1 dose adult",0
"138","NCT03950856","Merck Sharp & Dohme LLC","Phase 3","Australia & Oceania,North America,North America,North America,North America,North America,North America,North America,Australia & Oceania,Europe,Europe,North America,North America,North America,Europe,Europe,North America,North America,North America,Europe,Europe,North America,North America,North America,North America,North America,Europe,Europe,North America,Europe,North America,North America,Europe,North America,Europe,South America,Europe,South America,North America,South America,North America,North America,North America,North America,Europe,South America,Europe,North America,Europe,Australia & Oceania,North America,South America,Australia & Oceania,North America,Europe","[""Adult"",""Older Adult""]","Day 30","GMC",1,"1",3.83,NA,NA,"PCV15","1m post dose 1 adult","1 dose adult",0
"139","NCT03950856","Merck Sharp & Dohme LLC","Phase 3","Australia & Oceania,North America,North America,North America,North America,North America,North America,North America,Australia & Oceania,Europe,Europe,North America,North America,North America,Europe,Europe,North America,North America,North America,Europe,Europe,North America,North America,North America,North America,North America,Europe,Europe,North America,Europe,North America,North America,Europe,North America,Europe,South America,Europe,South America,North America,South America,North America,North America,North America,North America,Europe,South America,Europe,North America,Europe,Australia & Oceania,North America,South America,Australia & Oceania,North America,Europe","[""Adult"",""Older Adult""]","Day 30","GMC",1,"7F",5.94,NA,NA,"PCV15","1m post dose 1 adult","1 dose adult",0
"140","NCT03950856","Merck Sharp & Dohme LLC","Phase 3","Australia & Oceania,North America,North America,North America,North America,North America,North America,North America,Australia & Oceania,Europe,Europe,North America,North America,North America,Europe,Europe,North America,North America,North America,Europe,Europe,North America,North America,North America,North America,North America,Europe,Europe,North America,Europe,North America,North America,Europe,North America,Europe,South America,Europe,South America,North America,South America,North America,North America,North America,North America,Europe,South America,Europe,North America,Europe,Australia & Oceania,North America,South America,Australia & Oceania,North America,Europe","[""Adult"",""Older Adult""]","Day 30","GMC",1,"5",4.63,NA,NA,"PCV15","1m post dose 1 adult","1 dose adult",0
"141","NCT03950856","Merck Sharp & Dohme LLC","Phase 3","Australia & Oceania,North America,North America,North America,North America,North America,North America,North America,Australia & Oceania,Europe,Europe,North America,North America,North America,Europe,Europe,North America,North America,North America,Europe,Europe,North America,North America,North America,North America,North America,Europe,Europe,North America,Europe,North America,North America,Europe,North America,Europe,South America,Europe,South America,North America,South America,North America,North America,North America,North America,Europe,South America,Europe,North America,Europe,Australia & Oceania,North America,South America,Australia & Oceania,North America,Europe","[""Adult"",""Older Adult""]","Day 30","GMC",1,"9V",4.26,NA,NA,"PCV15","1m post dose 1 adult","1 dose adult",0
"142","NCT03950856","Merck Sharp & Dohme LLC","Phase 3","Australia & Oceania,North America,North America,North America,North America,North America,North America,North America,Australia & Oceania,Europe,Europe,North America,North America,North America,Europe,Europe,North America,North America,North America,Europe,Europe,North America,North America,North America,North America,North America,Europe,Europe,North America,Europe,North America,North America,Europe,North America,Europe,South America,Europe,South America,North America,South America,North America,North America,North America,North America,Europe,South America,Europe,North America,Europe,Australia & Oceania,North America,South America,Australia & Oceania,North America,Europe","[""Adult"",""Older Adult""]","Day 30","GMC",1,"23F",7.38,NA,NA,"PCV15","1m post dose 1 adult","1 dose adult",0
"143","NCT03950856","Merck Sharp & Dohme LLC","Phase 3","Australia & Oceania,North America,North America,North America,North America,North America,North America,North America,Australia & Oceania,Europe,Europe,North America,North America,North America,Europe,Europe,North America,North America,North America,Europe,Europe,North America,North America,North America,North America,North America,Europe,Europe,North America,Europe,North America,North America,Europe,North America,Europe,South America,Europe,South America,North America,South America,North America,North America,North America,North America,Europe,South America,Europe,North America,Europe,Australia & Oceania,North America,South America,Australia & Oceania,North America,Europe","[""Adult"",""Older Adult""]","Day 30","GMC",1,"4",1.79,NA,NA,"PCV15","1m post dose 1 adult","1 dose adult",0
"144","NCT03950856","Merck Sharp & Dohme LLC","Phase 3","Australia & Oceania,North America,North America,North America,North America,North America,North America,North America,Australia & Oceania,Europe,Europe,North America,North America,North America,Europe,Europe,North America,North America,North America,Europe,Europe,North America,North America,North America,North America,North America,Europe,Europe,North America,Europe,North America,North America,Europe,North America,Europe,South America,Europe,South America,North America,South America,North America,North America,North America,North America,Europe,South America,Europe,North America,Europe,Australia & Oceania,North America,South America,Australia & Oceania,North America,Europe","[""Adult"",""Older Adult""]","Day 30","GMC",1,"6B",11.46,NA,NA,"PCV15","1m post dose 1 adult","1 dose adult",0
"145","NCT03950856","Merck Sharp & Dohme LLC","Phase 3","Australia & Oceania,North America,North America,North America,North America,North America,North America,North America,Australia & Oceania,Europe,Europe,North America,North America,North America,Europe,Europe,North America,North America,North America,Europe,Europe,North America,North America,North America,North America,North America,Europe,Europe,North America,Europe,North America,North America,Europe,North America,Europe,South America,Europe,South America,North America,South America,North America,North America,North America,North America,Europe,South America,Europe,North America,Europe,Australia & Oceania,North America,South America,Australia & Oceania,North America,Europe","[""Adult"",""Older Adult""]","Day 30","GMC",1,"4",2.18,NA,NA,"PCV15","1m post dose 1 adult","1 dose adult",0
"146","NCT03950856","Merck Sharp & Dohme LLC","Phase 3","Australia & Oceania,North America,North America,North America,North America,North America,North America,North America,Australia & Oceania,Europe,Europe,North America,North America,North America,Europe,Europe,North America,North America,North America,Europe,Europe,North America,North America,North America,North America,North America,Europe,Europe,North America,Europe,North America,North America,Europe,North America,Europe,South America,Europe,South America,North America,South America,North America,North America,North America,North America,Europe,South America,Europe,North America,Europe,Australia & Oceania,North America,South America,Australia & Oceania,North America,Europe","[""Adult"",""Older Adult""]","Day 30","GMC",1,"9V",4.2,NA,NA,"PCV15","1m post dose 1 adult","1 dose adult",0
"147","NCT03950856","Merck Sharp & Dohme LLC","Phase 3","Australia & Oceania,North America,North America,North America,North America,North America,North America,North America,Australia & Oceania,Europe,Europe,North America,North America,North America,Europe,Europe,North America,North America,North America,Europe,Europe,North America,North America,North America,North America,North America,Europe,Europe,North America,Europe,North America,North America,Europe,North America,Europe,South America,Europe,South America,North America,South America,North America,North America,North America,North America,Europe,South America,Europe,North America,Europe,Australia & Oceania,North America,South America,Australia & Oceania,North America,Europe","[""Adult"",""Older Adult""]","Day 30","GMC",1,"6A",8.16,NA,NA,"PCV15","1m post dose 1 adult","1 dose adult",0
